annotation_id,image_id,file_name,category_name,final_class,bbox,area,image_width,image_height,split
732,217,batch_11/000016.jpg,Styrofoam piece,Other,"[2257.0, 386.0, 813.0, 1437.0]",386444.0,4000,1824,train
733,218,batch_11/000017.jpg,Styrofoam piece,Other,"[502.0, 489.0, 989.0, 2326.0]",1108838.5,1824,4000,train
741,220,batch_11/000019.jpg,Other plastic bottle,Plastic,"[2689.0, 1780.58, 462.0, 280.0487000000003]",88794.65619999997,6000,4000,train
746,222,batch_11/000021.jpg,Other plastic bottle,Plastic,"[1859.0, 1248.8448, 2577.0, 1217.6991999999998]",1445531.3169500001,6000,4000,train
747,223,batch_11/000022.jpg,Spread tub,Plastic,"[1914.0, 9.014085, 3086.0, 3148.920215]",5466152.831959998,6000,4000,train
751,227,batch_11/000026.jpg,Clear plastic bottle,Plastic,"[2459.0, 1427.9662, 997.0, 1056.5882]",559812.1522499997,6000,4000,train
755,229,batch_11/000028.jpg,Styrofoam piece,Other,"[687.0, 2055.0, 972.0, 572.0]",328728.0,2322,4128,test
757,229,batch_11/000028.jpg,Styrofoam piece,Other,"[820.0, 2515.0, 824.0, 623.0]",352139.0,2322,4128,val
765,229,batch_11/000028.jpg,Other plastic bottle,Plastic,"[1642.0, 2530.0, 538.0, 641.0]",274765.0,2322,4128,test
769,232,batch_11/000031.jpg,Other carton,PaperCardboard,"[843.0, 2084.0, 690.0, 543.0]",291170.0,2322,4128,train
772,235,batch_11/000034.jpg,Other plastic bottle,Plastic,"[58.0, 371.0, 2304.0, 2511.0]",4445106.0,2448,3264,train
773,236,batch_11/000035.jpg,Styrofoam piece,Other,"[847.0, 636.0, 1674.0, 1386.0]",1631220.5,3264,2448,test
774,237,batch_11/000036.jpg,Other plastic bottle,Plastic,"[61.0, 503.0, 2214.0, 2390.0]",4453946.0,2448,3264,train
775,238,batch_11/000037.jpg,Magazine paper,PaperCardboard,"[2311.0, 1872.0, 539.0, 272.0]",91599.5,4618,3463,train
783,241,batch_11/000040.jpg,Normal paper,PaperCardboard,"[2185.5227, 2563.0, 366.7111, 456.0]",93747.80290000001,3463,4618,val
784,242,batch_11/000041.jpg,Drink can,Metal,"[1374.9506999999999, 2107.0, 330.6412, 409.0]",77605.99255000004,3463,4618,train
787,245,batch_11/000044.jpg,Garbage bag,Other,"[738.0, 1566.0, 1379.0, 615.0]",393507.5,3120,4160,test
794,249,batch_11/000048.jpg,Drink can,Metal,"[715.0, 1961.0, 1096.0, 665.0]",547256.0,3024,4032,test
801,254,batch_11/000053.jpg,Other carton,PaperCardboard,"[891.0, 698.0, 1445.0, 1315.0]",1211451.5,4032,3024,test
803,255,batch_11/000054.jpg,Corrugated carton,PaperCardboard,"[1638.0, 267.0, 684.0, 355.0]",115383.0,3024,4032,test
805,256,batch_11/000055.jpg,Styrofoam piece,Other,"[926.0, 2200.0, 986.0, 627.0]",225741.0,3024,4032,val
816,263,batch_11/000062.jpg,Styrofoam piece,Other,"[969.0, 1910.0, 696.0, 649.0]",330308.0,3024,4032,train
827,269,batch_11/000068.jpg,Styrofoam piece,Other,"[571.9524, 1215.9524, 1687.2855999999997, 1538.0000000000002]",1795091.5798459204,3024,4032,val
829,270,batch_11/000069.jpg,Styrofoam piece,Other,"[1419.0, 2199.0, 853.0, 646.0]",275552.0,3024,4032,train
830,271,batch_11/000070.jpg,Clear plastic bottle,Plastic,"[967.0, 1882.0, 1149.0, 353.0]",310380.0,3024,4032,train
834,272,batch_11/000071.jpg,Styrofoam piece,Other,"[2667.0, 272.0, 299.0, 196.0]",39440.5,3024,4032,train
842,275,batch_11/000074.jpg,Styrofoam piece,Other,"[917.0, 1344.0, 498.0, 456.0]",141026.5,4032,3024,test
845,275,batch_11/000074.jpg,Styrofoam piece,Other,"[2034.0, 1252.0, 1009.0, 374.0]",186885.0,4032,3024,train
851,276,batch_11/000075.jpg,Styrofoam piece,Other,"[727.0, 1418.0, 808.0, 494.0]",227698.5,3024,4032,test
852,276,batch_11/000075.jpg,Clear plastic bottle,Plastic,"[1401.0, 1686.0, 582.0, 503.0]",128867.5,3024,4032,val
856,277,batch_11/000076.jpg,Styrofoam piece,Other,"[472.0, 1688.0, 1872.0, 1085.0]",735466.0,3024,4032,train
858,278,batch_11/000077.jpg,Styrofoam piece,Other,"[1023.0, 1173.0, 764.0, 1601.0]",359571.5,3024,4032,train
860,279,batch_11/000078.jpg,Styrofoam piece,Other,"[742.0, 1555.0, 1358.0, 1204.0]",887151.5,3024,4032,val
871,281,batch_11/000080.jpg,Garbage bag,Other,"[964.0, 1719.0, 1364.0, 1229.0]",840912.5,3024,4032,train
872,282,batch_11/000081.jpg,Styrofoam piece,Other,"[507.0, 1954.0, 1461.0, 645.0]",539157.5,3024,4032,val
884,290,batch_11/000089.jpg,Other carton,PaperCardboard,"[757.0, 1399.0, 916.0, 637.0]",446660.5,2448,3264,train
885,291,batch_11/000090.jpg,Clear plastic bottle,Plastic,"[1249.5, 923.1, 1443.3000000000002, 657.9]",704662.92,3264,2448,train
891,295,batch_11/000094.jpg,Clear plastic bottle,Plastic,"[801.0, 947.0, 1234.0, 2689.0]",2025093.5,2988,5312,train
893,296,batch_11/000095.jpg,Clear plastic bottle,Plastic,"[1660.0, 2342.0, 368.0, 971.0]",261662.5,2988,5312,train
917,299,batch_11/000098.jpg,Glass bottle,Glass,"[1204.0, 1899.0, 977.0, 565.0]",213248.5,2988,5312,test
919,300,batch_11/000099.jpg,Clear plastic bottle,Plastic,"[1483.0, 2475.0, 384.0, 434.0]",67459.0,2988,5312,train
931,305,batch_12/000004.jpg,Other carton,PaperCardboard,"[1218.75, 572.0, 2138.5, 1417.0]",1780985.375,4160,2340,test
935,308,batch_12/000007.jpg,Crisp packet,Other,"[1345.0, 1919.0, 1477.0, 1656.0]",1300787.5,2988,5312,val
937,309,batch_12/000008.jpg,Drink can,Metal,"[1007.0, 1210.0, 1383.0, 2289.0]",2522073.0,2988,5312,train
947,313,batch_12/000012.jpg,Clear plastic bottle,Plastic,"[682.0, 1178.0, 1278.0, 2083.0]",1375164.5,2988,5312,train
948,314,batch_12/000013.jpg,Clear plastic bottle,Plastic,"[334.0, 739.0, 1741.0, 1576.0]",1105434.5,5312,2988,train
956,318,batch_12/000017.jpg,Crisp packet,Other,"[876.0, 2061.0, 651.0, 814.0]",375506.0,2988,5312,train
957,318,batch_12/000017.jpg,Disposable plastic cup,Plastic,"[1785.0, 3287.0, 320.0, 395.0]",84306.5,2988,5312,train
958,319,batch_12/000018.jpg,Drink can,Metal,"[1146.0, 2174.0, 725.0, 519.0]",193975.0,2988,5312,train
964,320,batch_12/000019.jpg,Clear plastic bottle,Plastic,"[1020.0, 2237.0, 592.0, 542.0]",138491.5,2988,5312,train
970,322,batch_12/000021.jpg,Clear plastic bottle,Plastic,"[1408.0, 2531.0, 503.0, 602.0]",155824.0,2988,5312,train
972,323,batch_12/000022.jpg,Disposable plastic cup,Plastic,"[1045.1904, 1893.381, 783.0, 849.9999]",501426.94820000004,2988,5312,test
973,324,batch_12/000023.jpg,Drink can,Metal,"[1182.0, 2193.0, 594.0, 940.0]",318932.0,2988,5312,test
976,325,batch_12/000024.jpg,Clear plastic bottle,Plastic,"[1208.0, 3150.0, 519.0, 228.0]",67344.0,2988,5312,val
1066,330,batch_12/000029.jpg,Clear plastic bottle,Plastic,"[521.0, 2818.0, 729.0, 304.0]",132105.5,2988,5312,train
1069,330,batch_12/000029.jpg,Normal paper,PaperCardboard,"[1910.0, 1933.0, 481.0, 243.0]",47878.5,2988,5312,train
1080,332,batch_12/000031.jpg,Garbage bag,Other,"[1241.0, 3141.0, 1050.0, 1084.0]",610420.0,2988,5312,val
1082,332,batch_12/000031.jpg,Paper bag,PaperCardboard,"[1736.0, 3212.0, 546.0, 618.0]",89433.0,2988,5312,train
1100,335,batch_12/000034.jpg,Clear plastic bottle,Plastic,"[909.0, 732.0, 567.0, 519.0]",125683.5,2988,5312,train
1104,336,batch_12/000035.jpg,Other carton,PaperCardboard,"[1944.0, 3468.0, 443.0, 372.0]",99368.0,2988,5312,train
1120,340,batch_12/000039.jpg,Normal paper,PaperCardboard,"[669.0, 18.0, 619.0, 457.0]",152363.5,2988,5312,train
1135,345,batch_12/000044.jpg,Drink can,Metal,"[1275.0, 2425.0, 260.0, 337.0]",54445.0,3024,4032,train
1137,347,batch_12/000046.jpg,Disposable plastic cup,Plastic,"[1742.0, 1929.0, 232.0, 316.0]",49153.5,2976,3968,train
1141,347,batch_12/000046.jpg,Disposable plastic cup,Plastic,"[2225.0, 2488.0, 261.0, 282.0]",56383.0,2976,3968,train
1147,348,batch_12/000047.jpg,Corrugated carton,PaperCardboard,"[943.0, 923.0, 180.0, 959.0]",85328.0,2976,3968,train
1159,350,batch_12/000049.jpg,Disposable plastic cup,Plastic,"[1272.0, 1706.0, 396.0, 517.0]",150554.5,2976,3968,val
1194,353,batch_12/000052.jpg,Disposable plastic cup,Plastic,"[1011.0, 1589.0, 824.0, 782.0]",490438.0,2988,5312,train
1195,354,batch_12/000053.jpg,Drink can,Metal,"[204.0, 2055.0, 2083.0, 1707.0]",1683480.0,2988,5312,train
1196,355,batch_12/000054.jpg,Disposable plastic cup,Plastic,"[978.0, 1615.0, 982.0, 793.0]",564021.0,2988,5312,train
1198,356,batch_12/000055.jpg,Crisp packet,Other,"[1038.0, 1997.0, 1305.0, 1271.0]",737635.0,3120,4160,train
1201,358,batch_12/000057.jpg,Crisp packet,Other,"[1468.0, 2181.0, 508.0, 437.0]",153569.0,3120,4160,train
1205,358,batch_12/000057.jpg,Glass bottle,Glass,"[1277.0, 311.0, 473.0, 185.0]",60048.0,3120,4160,test
1217,360,batch_12/000059.jpg,Clear plastic bottle,Plastic,"[237.0, 2277.0, 710.0, 290.0]",147663.0,3024,4032,train
1244,362,batch_12/000061.jpg,Crisp packet,Other,"[1022.0, 2550.0, 356.0, 368.0]",62498.0,3000,4000,train
1263,363,batch_12/000062.jpg,Normal paper,PaperCardboard,"[455.0, 1479.0, 375.0, 334.0]",68418.5,4000,3000,train
1308,368,batch_12/000067.jpg,Disposable plastic cup,Plastic,"[724.6119, 3071.0, 1017.8593999999999, 771.0]",494739.254765,2368,4208,train
1309,369,batch_12/000068.jpg,Glass bottle,Glass,"[167.21175, 1527.0, 1934.44965, 870.0]",781529.6860500001,2368,4208,train
1313,373,batch_12/000072.jpg,Disposable plastic cup,Plastic,"[1039.0, 1287.0, 1081.0, 1500.0]",1092646.5,3120,4160,val
1315,375,batch_12/000074.jpg,Disposable plastic cup,Plastic,"[1054.0, 1364.0, 351.0, 209.0]",50995.5,3120,4160,train
1320,375,batch_12/000074.jpg,Disposable plastic cup,Plastic,"[2309.0, 1566.0, 364.0, 326.0]",58321.5,3120,4160,train
1326,377,batch_12/000076.jpg,Drink can,Metal,"[1737.0, 1019.0, 1411.0, 781.0]",960169.0,4160,3120,test
1327,378,batch_12/000077.jpg,Drink can,Metal,"[726.0, 3214.0, 1309.0, 861.0]",933585.0,3120,4160,test
1328,378,batch_12/000077.jpg,Drink can,Metal,"[687.0, 353.0, 1315.0, 836.0]",929441.0,3120,4160,train
1330,380,batch_12/000079.jpg,Clear plastic bottle,Plastic,"[748.0, 865.0, 934.0, 2841.0]",1954955.0,3120,4160,train
1332,381,batch_12/000080.jpg,Normal paper,PaperCardboard,"[1582.75, 1241.5, 1982.5, 1085.5]",1600852.5,4160,3120,train
1337,385,batch_12/000084.jpg,Paper bag,PaperCardboard,"[661.0, 1437.0, 369.0, 381.0]",92710.5,4160,3120,train
1339,385,batch_12/000084.jpg,Clear plastic bottle,Plastic,"[2424.0, 2284.0, 249.0, 418.0]",47375.0,4160,3120,val
1362,388,batch_12/000087.jpg,Disposable plastic cup,Plastic,"[661.0, 438.0, 644.0, 703.0]",229560.0,3120,4160,val
1385,390,batch_12/000089.jpg,Disposable plastic cup,Plastic,"[556.0, 2068.0, 1563.0, 892.0]",986812.0,3120,4160,train
1391,391,batch_12/000090.jpg,Clear plastic bottle,Plastic,"[3205.0, 1321.0, 464.0, 731.0]",160675.5,4160,3120,test
1396,392,batch_12/000091.jpg,Disposable plastic cup,Plastic,"[41.0, 665.0, 1473.0, 1525.0]",1567972.5,4160,3120,test
1398,392,batch_12/000091.jpg,Disposable plastic cup,Plastic,"[2778.0, 655.0, 1378.0, 1370.0]",1293721.0,4160,3120,train
1405,393,batch_12/000092.jpg,Disposable plastic cup,Plastic,"[1010.0, 2975.0, 792.0, 737.0]",319982.0,3120,4160,train
1408,394,batch_12/000093.jpg,Clear plastic bottle,Plastic,"[1082.0, 2255.0, 2036.0, 738.0]",1004518.0,4160,3120,train
1414,395,batch_12/000094.jpg,Clear plastic bottle,Plastic,"[1300.0, 1398.0, 752.0, 2530.0]",1396235.5,3120,4160,test
1424,399,batch_12/000098.jpg,Normal paper,PaperCardboard,"[1131.0, 1170.0, 2554.5, 1410.5]",2190345.625,4160,3120,val
1433,405,batch_13/000004.jpg,Disposable plastic cup,Plastic,"[725.381, 1849.619, 1070.0, 894.0001]",502678.53485,3120,4160,test
1438,406,batch_13/000005.jpg,Other carton,PaperCardboard,"[1724.0, 2157.0, 337.0, 510.0]",132002.0,3120,4160,train
1444,409,batch_13/000008.jpg,Disposable plastic cup,Plastic,"[800.0, 576.0, 1928.0, 1908.0]",1844331.0,4160,3120,train
1451,410,batch_13/000009.jpg,Other carton,PaperCardboard,"[3219.0908, 1776.2783, 660.0, 520.0]",182314.5,4160,3120,train
1452,410,batch_13/000009.jpg,Clear plastic bottle,Plastic,"[117.5483, 1580.2783, 386.0, 1102.6363000000001]",336651.6735000001,4160,3120,train
1454,411,batch_13/000010.jpg,Disposable plastic cup,Plastic,"[168.0, 7.0, 2297.0, 1749.0]",2891432.5,4160,3120,train
1461,414,batch_13/000013.jpg,Other plastic bottle,Plastic,"[1182.75, 1034.3098, 513.0, 668.8471]",188860.67285000003,4208,2368,val
1467,415,batch_13/000014.jpg,Disposable plastic cup,Plastic,"[1175.4886, 2111.0, 584.7405000000001, 603.0]",220333.51385,2368,4208,train
1476,416,batch_13/000015.jpg,Disposable plastic cup,Plastic,"[494.0, 1962.0, 1267.0, 1574.0]",1352751.0,3120,4160,train
1478,416,batch_13/000015.jpg,Other carton,PaperCardboard,"[139.0, 2187.0, 370.0, 304.0]",66436.0,3120,4160,test
1482,418,batch_13/000017.jpg,Disposable plastic cup,Plastic,"[1111.5, 1532.0, 1147.5, 1679.0]",1107797.0,3120,4160,train
1499,423,batch_13/000022.jpg,Disposable plastic cup,Plastic,"[516.0, 781.0, 657.0, 962.0]",284182.5,4160,3120,train
1543,427,batch_13/000026.jpg,Drink can,Metal,"[975.2857, 3442.9524, 372.0001000000001, 602.0]",125548.52945000003,3120,4160,train
1545,427,batch_13/000026.jpg,Other plastic bottle,Plastic,"[1196.0476, 3.0476074, 603.0, 571.9999926]",169470.49780469996,3120,4160,val
1546,428,batch_13/000027.jpg,Drink can,Metal,"[398.0, 1433.0, 2082.0, 1407.0]",2096998.5,3120,4160,test
1549,429,batch_13/000028.jpg,Clear plastic bottle,Plastic,"[1400.0, 829.0, 893.0, 2774.0]",1664112.0,3120,4160,test
1550,430,batch_13/000029.jpg,Styrofoam piece,Other,"[302.0, 2140.0, 2789.0, 1155.0]",1613484.0,3120,4160,test
1557,435,batch_13/000034.jpg,Other plastic bottle,Plastic,"[864.0, 1320.0, 1099.0, 998.0]",512494.5,3120,4160,train
1558,435,batch_13/000034.jpg,Other plastic bottle,Plastic,"[1084.0, 3356.0, 857.0, 803.0]",353621.0,3120,4160,test
1562,437,batch_13/000036.jpg,Clear plastic bottle,Plastic,"[2781.0, 1425.0, 260.0, 559.0]",111446.0,4160,3120,train
1564,438,batch_13/000037.jpg,Drink can,Metal,"[1226.0156, 1623.1406, 570.0, 1518.0000000000002]",806341.5000000001,3120,4160,train
1566,440,batch_13/000039.jpg,Clear plastic bottle,Plastic,"[974.0, 1801.0, 553.0, 1534.0]",542549.5,3120,4160,train
1571,443,batch_13/000042.jpg,Clear plastic bottle,Plastic,"[972.1905, 1138.2856, 892.9998999999999, 2246.2384]",1482282.82679999,3120,4160,train
1572,444,batch_13/000043.jpg,Clear plastic bottle,Plastic,"[1199.0, 657.0, 820.0, 1775.0]",900449.0,3120,4160,train
1577,446,batch_13/000045.jpg,Drink can,Metal,"[745.0, 943.0, 516.0, 936.0]",429940.0,3120,4160,train
1579,446,batch_13/000045.jpg,Drink can,Metal,"[1310.0, 2753.0, 654.0, 853.0]",354377.5,3120,4160,val
1585,450,batch_13/000049.jpg,Styrofoam piece,Other,"[539.0952, 1703.8572, 899.7144000000001, 598.3807999999999]",301139.5784,3120,4160,train
1586,450,batch_13/000049.jpg,Styrofoam piece,Other,"[1343.238, 1321.619, 806.0476000000001, 798.0001]",412589.1358190601,3120,4160,train
1591,453,batch_13/000052.jpg,Other carton,PaperCardboard,"[2215.0, 1197.0, 1490.0, 973.0]",810726.0,4160,3120,train
1593,454,batch_13/000053.jpg,Styrofoam piece,Other,"[374.0, 1542.0, 269.0, 340.0]",69593.0,4160,3120,val
1595,454,batch_13/000053.jpg,Styrofoam piece,Other,"[2941.0, 1158.0, 803.0, 635.0]",183740.0,4160,3120,train
1596,455,batch_13/000054.jpg,Corrugated carton,PaperCardboard,"[836.0, 632.0, 1562.0, 1484.0]",1144258.0,4160,3120,train
1598,455,batch_13/000054.jpg,Drink can,Metal,"[926.0, 1827.0, 196.0, 329.0]",54157.0,4160,3120,train
1601,455,batch_13/000054.jpg,Drink can,Metal,"[815.0, 2150.0, 351.0, 198.0]",63279.5,4160,3120,train
1602,455,batch_13/000054.jpg,Drink can,Metal,"[782.0, 2338.0, 227.0, 296.0]",50906.5,4160,3120,train
1603,455,batch_13/000054.jpg,Drink can,Metal,"[1016.0, 2353.0, 268.0, 359.0]",62290.0,4160,3120,train
1604,455,batch_13/000054.jpg,Drink can,Metal,"[1308.0, 2413.0, 326.0, 341.0]",64027.5,4160,3120,test
1605,455,batch_13/000054.jpg,Drink can,Metal,"[1168.0, 2142.0, 338.0, 283.0]",58542.0,4160,3120,train
1606,455,batch_13/000054.jpg,Drink can,Metal,"[1356.0, 2046.0, 352.0, 274.0]",55440.5,4160,3120,train
1607,455,batch_13/000054.jpg,Drink can,Metal,"[1842.0, 1695.0, 339.0, 361.0]",63414.0,4160,3120,val
1608,455,batch_13/000054.jpg,Drink can,Metal,"[2013.0, 2236.0, 253.0, 382.0]",68762.5,4160,3120,test
1609,455,batch_13/000054.jpg,Drink can,Metal,"[2360.0, 1061.0, 286.0, 392.0]",63892.5,4160,3120,train
1610,455,batch_13/000054.jpg,Drink can,Metal,"[2548.0, 905.0, 407.0, 346.0]",84191.5,4160,3120,train
1611,455,batch_13/000054.jpg,Drink can,Metal,"[3500.0, 1269.0, 288.0, 435.0]",96935.5,4160,3120,train
1618,457,batch_13/000056.jpg,Disposable plastic cup,Plastic,"[1522.0, 883.0, 538.0, 943.0]",344260.0,3120,4160,train
1621,457,batch_13/000056.jpg,Normal paper,PaperCardboard,"[799.0, -1.0, 492.0, 484.0]",149843.0,3120,4160,train
1623,457,batch_13/000056.jpg,Other carton,PaperCardboard,"[106.0, 3.0, 504.0, 935.0]",276492.0,3120,4160,train
1624,457,batch_13/000056.jpg,Paper bag,PaperCardboard,"[504.0, 1194.0, 842.0, 581.0]",250718.5,3120,4160,train
1629,460,batch_13/000059.jpg,Glass bottle,Glass,"[644.0, 438.0, 1534.0, 1036.0]",611671.5,3024,4032,test
1632,460,batch_13/000059.jpg,Disposable plastic cup,Plastic,"[1942.0, 664.0, 1082.0, 1054.0]",871129.0,3024,4032,train
1634,460,batch_13/000059.jpg,Drink can,Metal,"[845.0, 2616.0, 1172.0, 1063.0]",841086.5,3024,4032,train
1641,464,batch_13/000063.jpg,Styrofoam piece,Other,"[320.0, 1490.0, 2339.0, 1969.0]",2903887.5,3120,4160,train
1642,465,batch_13/000064.jpg,Tupperware,Plastic,"[581.0, 933.0, 2938.0, 2186.0]",2632677.0,4160,3120,val
1645,468,batch_13/000067.jpg,Glass bottle,Glass,"[395.0, 1032.0, 3758.0, 1042.0]",3044175.0,4160,3120,train
1649,472,batch_13/000071.jpg,Other carton,PaperCardboard,"[1160.0, 1501.0, 1312.0, 1694.0]",1298086.5,3120,4160,train
1656,479,batch_13/000078.jpg,Other carton,PaperCardboard,"[312.0, 790.0, 2326.0, 2304.0]",3405557.625,3120,4160,test
1662,483,batch_13/000082.jpg,Drink can,Metal,"[893.0, 831.0, 1190.0, 2525.0]",2729814.5,3120,4160,val
1677,487,batch_13/000086.jpg,Clear plastic bottle,Plastic,"[990.0, 628.0, 1360.0, 2420.0]",1798219.0,3120,4160,train
1681,489,batch_13/000088.jpg,Drink can,Metal,"[807.0, 512.0, 2247.0, 1260.0]",2219156.0,4160,3120,train
1687,493,batch_13/000092.jpg,Clear plastic bottle,Plastic,"[975.5, 367.0, 1063.0, 3586.0]",3108104.0,3120,4160,train
1689,494,batch_13/000093.jpg,Clear plastic bottle,Plastic,"[40.0, 450.0, 3688.0, 1498.0]",4376761.0,4160,3120,train
1690,495,batch_13/000094.jpg,Drink can,Metal,"[727.0, 821.0, 3082.0, 1437.0]",3929719.0,4160,3120,train
1692,496,batch_13/000095.jpg,Clear plastic bottle,Plastic,"[550.0, 771.0, 996.0, 3015.0]",2443807.5,3120,4160,train
1693,496,batch_13/000095.jpg,Clear plastic bottle,Plastic,"[1602.0, 412.0, 969.0, 3116.0]",2450913.5,3120,4160,test
1701,502,batch_14/000001.jpg,Disposable plastic cup,Plastic,"[1270.0, 791.0, 1807.0, 1790.0]",1744541.5,4160,3120,train
1708,507,batch_14/000006.jpg,Other plastic bottle,Plastic,"[375.0, 607.0, 2405.0, 3380.0]",3961034.0,3120,4160,test
1710,508,batch_14/000007.jpg,Other plastic bottle,Plastic,"[285.0, 998.0, 3368.0, 1131.0]",3100036.0,4160,3120,val
1718,514,batch_14/000013.jpg,Clear plastic bottle,Plastic,"[465.0, 1150.0, 3573.0, 1192.0]",3477744.0,4160,3120,train
1722,516,batch_14/000015.jpg,Clear plastic bottle,Plastic,"[2587.0, 2052.0, 1283.0, 1049.0]",492380.0,4160,3120,train
1725,518,batch_14/000017.jpg,Other carton,PaperCardboard,"[601.0, 619.0, 2709.0, 1932.0]",2516546.25,4160,3120,train
1727,520,batch_14/000019.jpg,Clear plastic bottle,Plastic,"[327.0, 81.0, 2309.0, 3995.0]",4087485.0,3120,4160,train
1729,521,batch_14/000020.jpg,Other carton,PaperCardboard,"[579.0, 517.0, 2956.0, 2400.0]",3782530.5,4160,3120,val
1730,522,batch_14/000021.jpg,Drink can,Metal,"[1175.0, 1930.0, 350.0, 242.0]",44908.0,3024,4032,train
1731,522,batch_14/000021.jpg,Other plastic bottle,Plastic,"[1433.0, 2971.0, 564.0, 248.0]",85136.0,3024,4032,train
1732,522,batch_14/000021.jpg,Other carton,PaperCardboard,"[1591.0, 1419.0, 294.0, 456.0]",114327.0,3024,4032,test
1734,523,batch_14/000022.jpg,Paper bag,PaperCardboard,"[1227.0, 706.0, 1431.0, 1235.0]",989862.0,3456,3456,test
1739,524,batch_14/000023.jpg,Clear plastic bottle,Plastic,"[483.0, 1509.0, 1858.0, 1818.0]",1198214.0,3120,4160,train
1741,525,batch_14/000024.jpg,Drink can,Metal,"[1221.0, 2156.0, 806.0, 1030.0]",402971.5,3120,4160,train
1742,526,batch_14/000025.jpg,Clear plastic bottle,Plastic,"[670.0, 1870.0, 1580.0, 507.0]",638644.0,3120,4160,train
1749,532,batch_14/000031.jpg,Disposable plastic cup,Plastic,"[1137.0, 2010.0, 1883.0, 1484.0]",2040649.0,3024,4032,train
1751,533,batch_14/000032.jpg,Paper bag,PaperCardboard,"[2031.0, 2239.0, 369.0, 513.0]",87848.0,4032,3024,train
1755,537,batch_14/000036.jpg,Drink can,Metal,"[815.0, 1508.0, 848.0, 675.0]",405057.0,3024,4032,train
1757,538,batch_14/000037.jpg,Clear plastic bottle,Plastic,"[988.0, 1551.0, 1027.0, 1242.0]",559821.5,3024,4032,test
1760,539,batch_14/000038.jpg,Glass bottle,Glass,"[876.1905, 1597.524, 1109.9998999999998, 809.9998]",300830.84760001,3024,4032,train
1761,540,batch_14/000039.jpg,Glass bottle,Glass,"[852.0, 1713.0, 1206.0, 1123.0]",452806.5,3024,4032,train
1764,543,batch_14/000042.jpg,Other plastic bottle,Plastic,"[795.0, 1791.0, 718.0, 849.0]",283295.0,3024,4032,test
1773,548,batch_14/000047.jpg,Drink can,Metal,"[1596.7557000000002, 1917.7272, 496.00004, 805.9997999999998]",268893.950579992,3024,4032,train
1775,548,batch_14/000047.jpg,Drink can,Metal,"[1232.2671, 2069.733, 495.3635999999999, 546.0]",189301.12159999995,3024,4032,val
1777,549,batch_14/000048.jpg,Clear plastic bottle,Plastic,"[171.03125, -1.3166667, 518.35625, 413.4333367]",91982.7861902454,842,474,val
1782,553,batch_14/000052.jpg,Styrofoam piece,Other,"[913.0, 2031.0, 730.0, 866.0]",423690.0,3024,4032,test
1783,553,batch_14/000052.jpg,Styrofoam piece,Other,"[1768.0, 1886.0, 661.0, 793.0]",268388.5,3024,4032,val
1789,559,batch_14/000058.jpg,Styrofoam piece,Other,"[1037.1904, 945.4286999999999, 1453.6668, 1170.3809]",1045767.3804008001,4032,3024,train
1790,560,batch_14/000059.jpg,Other carton,PaperCardboard,"[1168.0, 1620.0, 440.0, 547.0]",122962.0,3024,4032,train
1792,562,batch_14/000061.jpg,Normal paper,PaperCardboard,"[638.0, 1790.0, 1467.0, 1216.0]",970862.5,3024,4032,test
1794,563,batch_14/000062.jpg,Other carton,PaperCardboard,"[836.0, 1572.0, 762.0, 364.0]",269332.5,3024,4032,train
1798,567,batch_14/000066.jpg,Disposable plastic cup,Plastic,"[386.0, 1415.0, 1562.0, 1231.0]",767427.0,3024,4032,train
1803,570,batch_14/000069.jpg,Drink can,Metal,"[25.0, 1561.0, 2315.0, 1374.0]",1166035.0,3024,4032,test
1806,572,batch_14/000071.jpg,Other carton,PaperCardboard,"[1506.0, 1912.0, 266.0, 259.0]",39091.5,3024,4032,train
1808,573,batch_14/000072.jpg,Normal paper,PaperCardboard,"[221.0, 2237.0, 799.0, 1175.0]",404810.5,3024,4032,train
1810,575,batch_14/000074.jpg,Styrofoam piece,Other,"[690.0, 2452.0, 813.0, 944.0]",361010.5,3024,4032,test
1813,578,batch_14/000077.jpg,Other plastic bottle,Plastic,"[1131.0, 2248.0, 1273.0, 806.0]",602194.0,3024,4032,train
1816,580,batch_14/000079.jpg,Clear plastic bottle,Plastic,"[1324.0, 2005.0, 1017.0, 860.0]",446731.0,3024,4032,train
1817,580,batch_14/000079.jpg,Drink can,Metal,"[1848.0, 2531.0, 486.0, 582.0]",118425.5,3024,4032,val
1818,580,batch_14/000079.jpg,Drink can,Metal,"[1074.0, 1449.0, 569.0, 708.0]",172251.5,3024,4032,train
1821,582,batch_14/000081.jpg,Glass bottle,Glass,"[1031.0, 1798.0, 1774.0, 503.0]",644703.5,3024,4032,train
1822,582,batch_14/000081.jpg,Glass bottle,Glass,"[2002.0, 1950.0, 1020.0, 1064.0]",434431.5,3024,4032,train
1823,582,batch_14/000081.jpg,Glass bottle,Glass,"[2527.0, 2803.0, 496.0, 487.0]",177779.5,3024,4032,train
1824,582,batch_14/000081.jpg,Drink can,Metal,"[313.0, 1993.0, 402.0, 475.0]",70818.5,3024,4032,train
1845,595,batch_14/000094.jpg,Other plastic bottle,Plastic,"[1631.0, 1972.0, 364.0, 436.0]",78270.0,3024,4032,test
1849,596,batch_14/000095.jpg,Normal paper,PaperCardboard,"[1328.0, 2677.0, 325.0, 268.0]",48314.0,3024,4032,val
