image_path,true_class,predicted_class,predicted_probability,top2_class,top2_probability,top3_class,top3_probability,misclassified,low_confidence,focus_case
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash14.jpg,Other,PaperCardboard,0.9314,Other,0.0498,Plastic,0.0163,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash17.jpg,Other,PaperCardboard,0.5727,Other,0.2716,Glass,0.1158,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash21.jpg,Other,Other,0.8266,Plastic,0.0896,Metal,0.0611,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash33.jpg,Other,Other,0.9946,Glass,0.0024,Plastic,0.0017,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash34.jpg,Other,Other,0.9556,Plastic,0.0219,Metal,0.0127,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash4.jpg,Other,Other,0.9774,Glass,0.0116,Plastic,0.0062,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash45.jpg,Other,Other,0.9966,PaperCardboard,0.0013,Metal,0.0011,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash61.jpg,Other,PaperCardboard,0.8383,Other,0.058,Metal,0.0562,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash62.jpg,Other,Other,0.9989,PaperCardboard,0.0005,Metal,0.0003,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash64.jpg,Other,Other,0.9994,Metal,0.0002,Plastic,0.0002,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash66.jpg,Other,Other,0.9936,PaperCardboard,0.0047,Metal,0.0008,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash67.jpg,Other,PaperCardboard,0.393,Glass,0.2978,Metal,0.1597,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash8.jpg,Other,Other,0.9995,PaperCardboard,0.0005,Plastic,0.0,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash84.jpg,Other,Other,0.9996,PaperCardboard,0.0003,Plastic,0.0,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash92.jpg,Other,PaperCardboard,0.8384,Other,0.1143,Plastic,0.0441,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash95.jpg,Other,Other,0.9941,PaperCardboard,0.004,Plastic,0.0013,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Other\trash99.jpg,Other,Other,0.9978,Metal,0.0011,Plastic,0.0005,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000004_ann931.jpg,PaperCardboard,PaperCardboard,0.2898,Other,0.2819,Glass,0.2188,False,True,False
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000006_ann3649.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000008_ann2214.jpg,PaperCardboard,Other,0.9236,PaperCardboard,0.0444,Plastic,0.0198,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000010_ann714.jpg,PaperCardboard,Other,0.5151,PaperCardboard,0.465,Plastic,0.0086,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000011_ann717.jpg,PaperCardboard,Other,0.6468,PaperCardboard,0.2302,Plastic,0.0815,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000012_ann3056.jpg,PaperCardboard,Other,0.5015,Metal,0.1929,Glass,0.169,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000015_ann1478.jpg,PaperCardboard,Glass,0.4855,Metal,0.328,Other,0.1393,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000015_ann2227.jpg,PaperCardboard,Other,0.6396,PaperCardboard,0.2903,Plastic,0.0504,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000021_ann1732.jpg,PaperCardboard,Plastic,0.7032,PaperCardboard,0.1174,Other,0.0892,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000022_ann1734.jpg,PaperCardboard,Other,0.6467,PaperCardboard,0.1755,Plastic,0.1355,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000024_ann3100.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000041_ann3475.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000042_ann2821.jpg,PaperCardboard,Other,0.7651,PaperCardboard,0.1249,Plastic,0.0842,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000053_ann801.jpg,PaperCardboard,Plastic,0.4045,Metal,0.3027,Other,0.2211,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000054_ann803.jpg,PaperCardboard,Glass,0.6574,Metal,0.1336,Other,0.1215,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000059_ann3417.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000059_ann3418.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000061_ann1792.jpg,PaperCardboard,Glass,0.6205,Other,0.1501,Metal,0.1421,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000061_ann3414.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000073_ann4677.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000075_ann3293.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000078_ann1656.jpg,PaperCardboard,Plastic,0.4741,Metal,0.2826,Other,0.2147,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000093_ann4461.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000096_ann4466.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000115_ann236.jpg,PaperCardboard,Other,0.5827,Metal,0.2835,Plastic,0.1042,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000117_ann3027.jpg,PaperCardboard,Other,0.6294,PaperCardboard,0.2554,Plastic,0.0688,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\000129_ann280.jpg,PaperCardboard,Other,0.6731,Glass,0.243,Plastic,0.0568,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\cardboard112.jpg,PaperCardboard,PaperCardboard,0.3774,Metal,0.3604,Plastic,0.1438,False,True,False
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\cardboard120.jpg,PaperCardboard,Metal,0.5656,PaperCardboard,0.3373,Glass,0.0451,True,False,False
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\cardboard125.jpg,PaperCardboard,Other,0.8061,PaperCardboard,0.1225,Plastic,0.031,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\cardboard15.jpg,PaperCardboard,Other,0.7758,PaperCardboard,0.1327,Plastic,0.0565,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\cardboard290.jpg,PaperCardboard,Other,0.4613,PaperCardboard,0.3504,Plastic,0.148,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\IMG_4948_ann2697.jpg,PaperCardboard,Other,0.7294,Plastic,0.1504,Metal,0.0986,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper118.jpg,PaperCardboard,PaperCardboard,0.4952,Other,0.3642,Plastic,0.0691,False,True,False
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper122.jpg,PaperCardboard,Plastic,0.4067,Other,0.36,PaperCardboard,0.1501,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper136.jpg,PaperCardboard,PaperCardboard,0.4351,Other,0.2855,Metal,0.1267,False,True,False
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper149.jpg,PaperCardboard,Other,0.4663,PaperCardboard,0.4574,Glass,0.0487,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper154.jpg,PaperCardboard,Other,0.5495,PaperCardboard,0.3735,Plastic,0.0493,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper164.jpg,PaperCardboard,PaperCardboard,0.5157,Other,0.4318,Plastic,0.0356,False,True,False
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper213.jpg,PaperCardboard,Other,0.9941,PaperCardboard,0.0053,Glass,0.0004,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper251.jpg,PaperCardboard,Other,0.9645,Metal,0.0161,Glass,0.0096,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper272.jpg,PaperCardboard,Other,0.6167,PaperCardboard,0.381,Plastic,0.0021,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper287.jpg,PaperCardboard,Other,0.9249,PaperCardboard,0.0496,Glass,0.011,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper306.jpg,PaperCardboard,Other,0.7767,Plastic,0.0925,PaperCardboard,0.06,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper31.jpg,PaperCardboard,Plastic,0.4782,PaperCardboard,0.4199,Other,0.0564,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper312.jpg,PaperCardboard,Other,0.4703,PaperCardboard,0.3595,Plastic,0.0948,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper33.jpg,PaperCardboard,PaperCardboard,0.4329,Other,0.3283,Plastic,0.1909,False,True,False
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper331.jpg,PaperCardboard,Other,0.5722,PaperCardboard,0.415,Plastic,0.0112,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper344.jpg,PaperCardboard,Other,0.7822,PaperCardboard,0.2013,Plastic,0.0159,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper36.jpg,PaperCardboard,PaperCardboard,0.4976,Other,0.4777,Plastic,0.0226,False,True,False
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper39.jpg,PaperCardboard,Metal,0.7571,PaperCardboard,0.1482,Other,0.0637,True,False,False
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper397.jpg,PaperCardboard,Other,0.5552,PaperCardboard,0.4347,Plastic,0.0081,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper398.jpg,PaperCardboard,Other,0.7644,PaperCardboard,0.2247,Plastic,0.0094,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper469.jpg,PaperCardboard,Other,0.4504,Metal,0.2693,Plastic,0.1499,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper476.jpg,PaperCardboard,PaperCardboard,0.4853,Other,0.2584,Metal,0.1818,False,True,False
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper479.jpg,PaperCardboard,Other,0.9412,PaperCardboard,0.0328,Plastic,0.0126,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper491.jpg,PaperCardboard,Other,0.9828,PaperCardboard,0.0115,Glass,0.004,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper502.jpg,PaperCardboard,Other,0.8711,PaperCardboard,0.1191,Plastic,0.0081,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper503.jpg,PaperCardboard,Other,0.8478,PaperCardboard,0.1163,Plastic,0.0254,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper506.jpg,PaperCardboard,Other,0.8714,PaperCardboard,0.1172,Metal,0.005,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper517.jpg,PaperCardboard,Other,0.4836,PaperCardboard,0.4572,Plastic,0.0457,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper518.jpg,PaperCardboard,Other,0.7647,PaperCardboard,0.2224,Plastic,0.0062,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper530.jpg,PaperCardboard,Other,0.9175,PaperCardboard,0.0373,Metal,0.0291,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper546.jpg,PaperCardboard,Other,0.6106,PaperCardboard,0.3526,Plastic,0.0315,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper573.jpg,PaperCardboard,Other,0.9082,PaperCardboard,0.0907,Plastic,0.0008,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper66.jpg,PaperCardboard,Other,0.6087,PaperCardboard,0.3357,Plastic,0.0404,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper70.jpg,PaperCardboard,PaperCardboard,0.423,Other,0.4168,Plastic,0.1089,False,True,False
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper71.jpg,PaperCardboard,Other,0.6569,PaperCardboard,0.14,Plastic,0.0902,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\PaperCardboard\paper96.jpg,PaperCardboard,Other,0.5199,PaperCardboard,0.3713,Plastic,0.1001,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000001_ann315.jpg,Plastic,Other,0.4021,Plastic,0.2391,Metal,0.1666,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000002_ann325.jpg,Plastic,Glass,0.4912,Plastic,0.219,Metal,0.1556,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000004_ann1433.jpg,Plastic,Other,0.3361,Metal,0.2439,PaperCardboard,0.2222,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000006_ann1708.jpg,Plastic,Metal,0.4766,PaperCardboard,0.26,Glass,0.1351,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000007_ann4052.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000007_ann4053.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000013_ann4077.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000017_ann3662.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000019_ann6.jpg,Plastic,Other,0.6791,Plastic,0.1756,Metal,0.1125,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000022_ann3684.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000022_ann972.jpg,Plastic,Plastic,0.6168,PaperCardboard,0.2609,Other,0.0742,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000028_ann1549.jpg,Plastic,Glass,0.3467,Plastic,0.2706,Metal,0.1884,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000028_ann765.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000029_ann3520.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000033_ann3701.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000033_ann4239.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000034_ann1558.jpg,Plastic,Other,0.5264,Metal,0.2566,Plastic,0.1778,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000036_ann2273.jpg,Plastic,Plastic,0.7242,Other,0.2247,Metal,0.0386,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000037_ann1757.jpg,Plastic,Glass,0.7854,Metal,0.1044,Other,0.0541,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000042_ann1764.jpg,Plastic,Glass,0.6455,Other,0.1371,Metal,0.1366,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000044_ann3730.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000047_ann4295.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000048_ann33.jpg,Plastic,PaperCardboard,0.9089,Metal,0.0333,Glass,0.0308,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000053_ann2115.jpg,Plastic,Plastic,0.8016,Other,0.1338,Metal,0.0618,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000058_ann3420.jpg,Plastic,Other,0.3863,Glass,0.206,Metal,0.1644,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000060_ann3181.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000065_ann3404.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000072_ann4407.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000074_ann3294.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000079_ann3855.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000080_ann3280.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000085_ann3275.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000085_ann3874.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000087_ann631.jpg,Plastic,Plastic,0.9033,Other,0.0601,Metal,0.0265,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000088_ann2376.jpg,Plastic,Other,0.3718,Glass,0.2497,Metal,0.2013,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000090_ann1391.jpg,Plastic,Plastic,0.8053,Metal,0.1423,Other,0.0461,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000091_ann1396.jpg,Plastic,Other,0.4702,Metal,0.2812,Plastic,0.1595,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000091_ann164.jpg,Plastic,PaperCardboard,0.6799,Metal,0.2367,Glass,0.0665,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000094_ann1414.jpg,Plastic,Plastic,0.6071,Metal,0.3799,Other,0.0097,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000094_ann1845.jpg,Plastic,PaperCardboard,0.6368,Plastic,0.2291,Metal,0.062,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000094_ann4763.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000095_ann1693.jpg,Plastic,Plastic,0.6584,Metal,0.3221,Other,0.0166,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000099_ann3246.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000104_ann211.jpg,Plastic,PaperCardboard,0.9229,Plastic,0.0469,Metal,0.0164,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000111_ann3937.jpg,Plastic,Other,0.5063,Metal,0.1809,Glass,0.1653,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000115_ann232.jpg,Plastic,Plastic,0.5553,Metal,0.2155,Other,0.128,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000127_ann261.jpg,Plastic,Glass,0.3487,Plastic,0.2962,PaperCardboard,0.2257,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\000128_ann271.jpg,Plastic,Other,0.5497,Glass,0.1232,Metal,0.1195,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\IMG_4893_ann2581.jpg,Plastic,Glass,0.3562,Other,0.3172,Plastic,0.2395,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic101.jpg,Plastic,PaperCardboard,0.2617,Glass,0.2574,Plastic,0.2496,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic11.jpg,Plastic,Plastic,0.4801,PaperCardboard,0.1981,Other,0.1512,False,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic110.jpg,Plastic,Plastic,0.8276,PaperCardboard,0.1268,Metal,0.0347,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic112.jpg,Plastic,Metal,0.5284,Plastic,0.3488,PaperCardboard,0.0755,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic113.jpg,Plastic,Other,0.4874,Metal,0.2738,Plastic,0.1859,True,True,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic119.jpg,Plastic,Glass,0.9807,Other,0.0104,Plastic,0.0065,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic135.jpg,Plastic,Plastic,0.9048,Metal,0.048,Other,0.03,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic139.jpg,Plastic,Metal,0.7615,Glass,0.1222,Plastic,0.057,True,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic141.jpg,Plastic,Plastic,0.7081,Other,0.1342,Glass,0.0864,False,False,True
C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\test\Plastic\plastic143.jpg,Plastic,Other,0.839,Plastic,0.1287,Glass,0.0133,True,False,True
