split,image_path,true_class,predicted_class,predicted_probability,top2_class,top2_probability,transition
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000056_ann2120.jpg,PaperCardboard,Other,0.9795,PaperCardboard,0.0188,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000058_ann3791.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000063_ann4649.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000064_ann2325.jpg,PaperCardboard,Other,0.7377,Metal,0.1185,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000064_ann4361.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000065_ann130.jpg,PaperCardboard,Other,0.4747,Metal,0.3352,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000068_ann2329.jpg,PaperCardboard,Other,0.7079,Plastic,0.1548,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000068_ann2982.jpg,PaperCardboard,Other,0.9428,PaperCardboard,0.0356,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000068_ann3395.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000069_ann2331.jpg,PaperCardboard,Other,0.4509,PaperCardboard,0.2248,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000069_ann2984.jpg,PaperCardboard,Other,0.5032,Plastic,0.2303,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000071_ann136.jpg,PaperCardboard,Other,0.6059,Metal,0.1486,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000072_ann138.jpg,PaperCardboard,Other,0.9681,PaperCardboard,0.0241,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000072_ann1808.jpg,PaperCardboard,Other,0.602,Metal,0.1648,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000074_ann3295.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000076_ann2174.jpg,PaperCardboard,Other,0.4994,Metal,0.1842,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000076_ann2177.jpg,PaperCardboard,Other,0.6873,Plastic,0.1297,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000077_ann2344.jpg,PaperCardboard,Other,0.6144,PaperCardboard,0.3716,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000078_ann142.jpg,PaperCardboard,Other,0.7891,PaperCardboard,0.1076,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000078_ann2185.jpg,PaperCardboard,Other,0.8315,PaperCardboard,0.1205,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000078_ann3843.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000078_ann3844.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000078_ann3848.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000078_ann4434.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000079_ann143.jpg,PaperCardboard,Other,0.9377,Plastic,0.0325,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000079_ann2346.jpg,PaperCardboard,Other,0.924,PaperCardboard,0.03,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000080_ann1332.jpg,PaperCardboard,Other,0.6051,PaperCardboard,0.3578,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000081_ann3865.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000081_ann4439.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000082_ann2192.jpg,PaperCardboard,Other,0.889,Plastic,0.0542,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000084_ann1337.jpg,PaperCardboard,Other,0.4589,PaperCardboard,0.4069,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000084_ann4443.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000087_ann157.jpg,PaperCardboard,Other,0.6384,PaperCardboard,0.2774,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000088_ann4741.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000090_ann4456.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000092_ann2957.jpg,PaperCardboard,Other,0.7624,Plastic,0.1265,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000094_ann4463.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000098_ann683.jpg,PaperCardboard,Other,0.5893,PaperCardboard,0.3069,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000099_ann4782.jpg,PaperCardboard,Other,0.5063,Metal,0.1809,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000104_ann2991.jpg,PaperCardboard,Other,0.8078,PaperCardboard,0.1639,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000127_ann258.jpg,PaperCardboard,Other,0.623,PaperCardboard,0.1977,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\000129_ann279.jpg,PaperCardboard,Other,0.5066,PaperCardboard,0.3619,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\cardboard123.jpg,PaperCardboard,Other,0.8352,Plastic,0.0955,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\cardboard128.jpg,PaperCardboard,Other,0.5108,Metal,0.3212,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\cardboard135.jpg,PaperCardboard,Other,0.8344,PaperCardboard,0.141,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\cardboard216.jpg,PaperCardboard,Other,0.585,PaperCardboard,0.3533,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\cardboard242.jpg,PaperCardboard,Other,0.5071,PaperCardboard,0.473,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\cardboard359.jpg,PaperCardboard,Other,0.5687,PaperCardboard,0.4113,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\cardboard370.jpg,PaperCardboard,Other,0.8608,PaperCardboard,0.1118,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\IMG_5045_ann2516.jpg,PaperCardboard,Other,0.6948,Plastic,0.1073,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper1.jpg,PaperCardboard,Other,0.7525,PaperCardboard,0.2389,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper11.jpg,PaperCardboard,Other,0.5807,PaperCardboard,0.3933,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper120.jpg,PaperCardboard,Other,0.5235,PaperCardboard,0.3078,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper148.jpg,PaperCardboard,Other,0.4561,PaperCardboard,0.2777,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper151.jpg,PaperCardboard,Other,0.4728,PaperCardboard,0.432,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper169.jpg,PaperCardboard,Other,0.8342,PaperCardboard,0.0656,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper170.jpg,PaperCardboard,Other,0.7142,PaperCardboard,0.1912,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper18.jpg,PaperCardboard,Other,0.7526,PaperCardboard,0.1841,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper200.jpg,PaperCardboard,Other,0.8234,Plastic,0.1249,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper201.jpg,PaperCardboard,Other,0.9923,PaperCardboard,0.0039,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper202.jpg,PaperCardboard,Other,0.7584,PaperCardboard,0.2194,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper216.jpg,PaperCardboard,Other,0.9536,PaperCardboard,0.0398,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper226.jpg,PaperCardboard,Other,0.9523,PaperCardboard,0.03,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper228.jpg,PaperCardboard,Other,0.6077,PaperCardboard,0.1361,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper234.jpg,PaperCardboard,Other,0.9847,PaperCardboard,0.0084,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper235.jpg,PaperCardboard,Other,0.9974,PaperCardboard,0.0019,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper242.jpg,PaperCardboard,Other,0.7935,PaperCardboard,0.1545,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper263.jpg,PaperCardboard,Other,0.8978,PaperCardboard,0.0775,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper264.jpg,PaperCardboard,Other,0.921,Metal,0.0522,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper274.jpg,PaperCardboard,Other,0.8781,PaperCardboard,0.1081,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper278.jpg,PaperCardboard,Other,0.9283,PaperCardboard,0.0628,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper283.jpg,PaperCardboard,Other,0.7506,PaperCardboard,0.0898,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper288.jpg,PaperCardboard,Other,0.9457,PaperCardboard,0.031,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper295.jpg,PaperCardboard,Other,0.899,PaperCardboard,0.0964,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper310.jpg,PaperCardboard,Other,0.5359,PaperCardboard,0.4346,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper317.jpg,PaperCardboard,Other,0.4979,PaperCardboard,0.3946,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper327.jpg,PaperCardboard,Other,0.7685,PaperCardboard,0.2147,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper333.jpg,PaperCardboard,Other,0.8184,PaperCardboard,0.0884,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper346.jpg,PaperCardboard,Other,0.6796,PaperCardboard,0.2649,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper348.jpg,PaperCardboard,Other,0.8,PaperCardboard,0.1427,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper357.jpg,PaperCardboard,Other,0.8427,PaperCardboard,0.1441,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper363.jpg,PaperCardboard,Other,0.9274,PaperCardboard,0.0534,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper377.jpg,PaperCardboard,Other,0.6381,Plastic,0.3066,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper385.jpg,PaperCardboard,Other,0.6985,PaperCardboard,0.2349,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper394.jpg,PaperCardboard,Other,0.6473,Metal,0.2005,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper421.jpg,PaperCardboard,Other,0.996,PaperCardboard,0.0026,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper424.jpg,PaperCardboard,Other,0.8039,PaperCardboard,0.1831,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper426.jpg,PaperCardboard,Other,0.4848,PaperCardboard,0.3028,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper438.jpg,PaperCardboard,Other,0.7576,PaperCardboard,0.1867,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper44.jpg,PaperCardboard,Other,0.8941,PaperCardboard,0.1014,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper449.jpg,PaperCardboard,Other,0.9254,Plastic,0.0399,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper464.jpg,PaperCardboard,Other,0.4935,Plastic,0.1859,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper468.jpg,PaperCardboard,Other,0.6471,PaperCardboard,0.3347,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper507.jpg,PaperCardboard,Other,0.7829,PaperCardboard,0.108,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper520.jpg,PaperCardboard,Other,0.7034,PaperCardboard,0.2524,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper523.jpg,PaperCardboard,Other,0.7977,PaperCardboard,0.1202,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper527.jpg,PaperCardboard,Other,0.6402,PaperCardboard,0.307,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper536.jpg,PaperCardboard,Other,0.9276,Metal,0.0265,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper548.jpg,PaperCardboard,Other,0.9851,PaperCardboard,0.0108,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper561.jpg,PaperCardboard,Other,0.5569,PaperCardboard,0.4034,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper563.jpg,PaperCardboard,Other,0.5049,PaperCardboard,0.2035,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper571.jpg,PaperCardboard,Other,0.8973,PaperCardboard,0.0707,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper580.jpg,PaperCardboard,Other,0.7715,PaperCardboard,0.1652,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper583.jpg,PaperCardboard,Other,0.9563,PaperCardboard,0.0363,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper587.jpg,PaperCardboard,Other,0.5203,PaperCardboard,0.4347,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper590.jpg,PaperCardboard,Other,0.825,PaperCardboard,0.1421,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper592.jpg,PaperCardboard,Other,0.8331,PaperCardboard,0.1168,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper593.jpg,PaperCardboard,Other,0.9869,PaperCardboard,0.0049,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper594.jpg,PaperCardboard,Other,0.9895,PaperCardboard,0.0045,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper75.jpg,PaperCardboard,Other,0.899,PaperCardboard,0.0729,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper80.jpg,PaperCardboard,Other,0.675,PaperCardboard,0.3217,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\PaperCardboard\paper93.jpg,PaperCardboard,Other,0.6937,PaperCardboard,0.2963,PaperCardboard -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000000_ann2198.jpg,Plastic,Other,0.5548,PaperCardboard,0.2416,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000000_ann309.jpg,Plastic,Other,0.6866,Plastic,0.1317,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000001_ann4043.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000003_ann1892.jpg,Plastic,Glass,0.5121,Metal,0.227,Plastic -> Glass
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000004_ann4047.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000004_ann4485.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000005_ann20.jpg,Plastic,Glass,0.4733,Plastic,0.3472,Plastic -> Glass
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000005_ann3044.jpg,Plastic,Other,0.6174,Metal,0.1514,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000005_ann357.jpg,Plastic,Other,0.6023,Plastic,0.1975,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000005_ann4487.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000007_ann4054.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000007_ann4056.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000008_ann4493.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000008_ann4498.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000008_ann4501.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000010_ann3564.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000011_ann4070.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000012_ann4073.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000014_ann3559.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000014_ann4087.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000015_ann1722.jpg,Plastic,Other,0.5664,Plastic,0.253,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000015_ann3557.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000016_ann3661.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000017_ann1482.jpg,Plastic,Other,0.6127,Plastic,0.1839,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000017_ann1948.jpg,Plastic,Glass,0.7968,Metal,0.1026,Plastic -> Glass
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000017_ann3553.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000017_ann957.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000019_ann3547.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000021_ann3545.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000021_ann746.jpg,Plastic,Other,0.6773,Metal,0.1178,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000021_ann970.jpg,Plastic,Other,0.8803,Metal,0.0519,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000022_ann1499.jpg,Plastic,Other,0.7636,Plastic,0.0877,Plastic -> Other
train,C:\Users\HP\Desktop\Soutenance-dev\prepared_datasets\combined_6class\train\Plastic\000022_ann3683.jpg,Plastic,Other,0.5063,Metal,0.1809,Plastic -> Other
